,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,clusters
13099,1,33,4.0,8,1,0,86,3
13100,1,36,4.0,7,1,1,74,3
13101,1,20,3.5,1,1,0,74,2
13102,1,37,3.0,2,1,0,58,2
13103,1,29,4.0,4,0,0,79,3
13104,1,33,3.0,5,1,0,56,2
13105,1,20,3.5,1,0,0,73,2
13106,1,31,5.0,3,0,0,49,1
13107,1,49,5.0,9,0,0,54,1
13108,1,28,5.0,2,1,0,72,3
13109,4,29,1.0,4,0,0,53,1
13110,1,39,5.0,3,1,0,67,3
13111,1,31,3.0,3,0,0,83,3
13112,1,30,2.0,4,0,0,51,1
13113,1,41,3.0,7,1,0,57,2
13114,1,30,1.0,3,0,1,47,3
13115,1,33,3.0,6,0,0,78,3
13116,1,33,3.0,6,1,0,87,2
13117,1,25,3.5,1,0,0,74,3
13118,1,25,3.0,2,1,0,62,2
13119,1,32,3.0,7,0,0,68,3
13120,1,38,3.0,3,0,0,49,1
13121,1,30,1.0,5,1,0,47,1
13122,1,52,3.0,4,0,0,46,1
13123,1,31,3.5,1,0,0,69,3
13124,1,37,3.0,7,0,0,50,1
13125,1,31,3.0,3,1,0,70,3
13126,2,27,3.0,3,1,0,88,3
13127,4,34,3.0,4,0,0,49,1
13128,1,46,3.0,11,0,0,57,1
13129,1,20,3.0,2,0,0,51,1
13130,1,38,4.0,5,0,0,83,3
13131,2,39,5.0,2,0,0,47,1
13132,1,34,5.0,3,0,1,56,3
13133,1,26,3.5,1,0,0,51,1
13134,1,37,5.0,8,0,0,67,3
13135,1,33,3.0,5,0,0,67,3
13136,2,32,4.0,5,1,0,54,2
13137,2,34,3.0,9,0,0,58,2
13138,1,24,1.0,2,0,0,50,1
13139,2,29,3.0,3,1,0,72,3
13140,1,37,1.0,8,0,0,85,3
13141,1,39,4.0,9,0,0,84,3
13142,1,27,5.0,2,1,0,56,2
13143,1,30,4.0,9,1,0,44,2
13144,1,39,3.0,4,0,0,57,2
13145,1,45,5.0,6,1,0,84,3
13146,1,26,3.5,1,0,0,85,3
13147,1,24,5.0,2,1,0,64,2
13148,1,44,5.0,2,1,0,70,3
13149,1,35,4.0,8,0,0,50,1
13150,1,30,5.0,3,0,0,61,2
13151,1,40,3.0,15,0,0,76,3
13152,2,28,3.0,5,0,0,46,1
13153,1,33,5.0,6,1,0,59,2
13154,1,45,4.0,17,0,0,72,3
13155,1,25,3.5,1,1,0,82,3
13156,1,40,3.0,7,1,0,81,3
13157,1,51,4.0,13,0,0,49,1
13158,1,23,5.0,2,1,0,47,1
13159,1,38,2.0,10,0,0,51,1
13160,1,32,3.0,3,0,0,49,1
13161,1,26,4.0,2,1,0,51,1
13162,1,35,5.0,7,1,0,58,2
13163,1,41,2.0,5,0,0,60,2
13164,1,40,3.0,5,0,0,68,3
13165,2,49,5.0,20,1,0,60,2
13166,1,56,3.0,17,0,0,82,3
13167,1,32,5.0,2,1,0,56,2
13168,1,28,3.0,3,0,0,54,2
13169,1,41,3.0,11,0,0,48,1
13170,1,33,2.0,4,0,0,66,3
13171,1,31,3.0,5,1,0,52,1
13172,2,36,2.0,3,1,0,65,3
13173,1,24,3.0,2,1,0,53,2
13174,1,33,4.0,5,1,0,57,2
13175,1,31,4.0,5,0,0,86,2
13176,1,44,4.0,3,0,0,49,1
13177,1,55,3.0,16,0,0,61,2
13178,1,32,1.0,5,1,0,57,2
13179,1,29,4.0,3,0,1,46,3
13180,1,34,4.0,3,1,0,46,1
13181,1,34,3.0,8,0,0,57,2
13182,1,26,5.0,3,0,0,63,1
13183,1,28,2.0,2,0,0,84,3
13184,1,59,5.0,19,1,0,60,2
13185,2,23,5.0,2,1,0,68,2
13186,1,38,1.0,9,0,0,68,3
13187,1,44,3.0,17,0,0,82,3
13188,1,46,4.0,14,0,0,80,3
13189,1,31,3.0,5,0,0,51,1
13190,1,30,5.0,4,1,0,68,3
13191,1,29,3.5,1,1,0,63,2
13192,1,48,1.0,4,0,0,49,1
13193,1,41,3.0,11,0,0,78,3
13194,1,32,4.0,3,0,0,57,2
13195,1,31,3.0,7,0,0,49,1
13196,2,28,3.0,4,0,0,81,3
13197,3,30,3.5,1,0,0,52,1
13198,1,34,5.0,7,0,0,62,2
13199,1,43,4.0,14,0,0,46,1
13200,1,28,3.5,1,0,0,51,1
13201,2,44,3.0,17,0,0,63,2
13202,1,24,1.0,2,0,0,47,1
13203,2,38,3.0,8,0,0,51,1
13204,3,27,1.0,5,0,0,90,3
13205,1,30,1.0,5,0,0,83,3
13206,2,33,5.0,8,0,0,53,1
13207,1,30,4.0,7,1,0,63,2
13208,1,20,3.5,1,0,0,65,2
13209,1,29,5.0,7,1,0,58,2
13210,2,34,1.0,5,0,0,70,3
13211,1,35,3.0,9,0,0,58,2
13212,1,32,4.0,4,0,0,61,2
13213,1,37,3.0,9,0,0,51,2
13214,1,47,3.0,4,0,0,46,1
13215,3,32,3.0,3,0,0,54,1
13216,1,52,3.0,14,0,0,70,3
13217,2,37,3.0,3,0,0,52,2
13218,3,27,3.0,2,0,0,49,1
13219,1,31,1.0,4,0,0,50,1
13220,1,36,3.0,7,0,0,81,3
13221,1,36,5.0,9,0,0,61,2
13222,1,34,4.0,10,0,0,47,1
13223,1,32,5.0,7,1,0,58,2
13224,1,25,1.0,2,0,0,80,3
13225,1,42,5.0,5,1,0,58,2
13226,2,37,3.0,3,0,0,73,3
13227,1,37,4.0,8,0,0,62,2
13228,2,30,5.0,6,1,0,58,2
13229,1,46,1.0,14,0,0,48,1
13230,1,37,5.0,9,1,0,87,3
13231,1,58,4.0,12,0,0,82,3
13232,1,33,4.0,7,0,0,87,3
13233,1,25,4.0,3,0,0,43,1
13234,1,41,3.0,9,1,0,60,2
13235,1,51,2.0,5,0,0,70,3
13236,1,52,3.0,8,0,0,71,3
13237,1,31,5.0,3,1,0,60,2
13238,1,39,4.0,8,0,0,73,3
13239,2,37,4.0,7,1,0,63,2
13240,1,37,3.0,4,0,0,50,1
13241,1,30,5.0,4,0,0,82,3
13242,1,29,3.0,5,0,0,52,1
13243,2,28,3.0,4,0,0,79,3
13244,1,59,1.0,2,0,0,52,1
13245,1,46,4.0,3,0,0,60,2
13246,1,29,4.0,9,1,0,69,3
13247,2,32,5.0,7,1,0,80,3
13248,1,33,3.0,5,1,0,60,2
13249,1,30,3.0,4,0,0,86,3
13250,2,43,5.0,13,1,0,87,3
13251,1,46,3.0,3,0,0,50,2
13252,1,28,3.0,4,1,0,59,1
13253,1,22,3.0,2,1,0,54,1
13254,1,53,3.0,8,0,0,51,2
13255,1,32,5.0,3,1,0,51,1
13256,2,43,3.0,5,1,0,60,2
13257,1,33,3.0,9,1,0,63,2
13258,1,46,1.0,14,1,0,56,2
13259,1,44,5.0,7,1,0,78,3
13260,1,30,4.0,4,0,0,77,2
13261,1,31,4.0,6,1,0,46,1
13262,1,37,5.0,4,1,1,87,3
13263,1,53,3.0,6,0,0,60,2
13264,2,36,1.0,10,0,0,52,1
13265,1,42,1.0,3,0,0,49,1
13266,2,33,5.0,7,0,0,47,1
13267,1,29,2.0,2,0,0,84,3
13268,1,42,4.0,10,0,0,45,1
13269,1,32,1.0,6,0,0,50,1
13270,1,30,4.0,4,0,0,46,1
13271,3,41,1.0,5,0,0,49,1
13272,1,33,4.0,4,0,0,53,2
13273,1,25,3.0,2,0,0,52,1
13274,1,35,4.0,5,0,0,60,2
13275,1,43,2.0,6,1,0,67,3
13276,3,30,1.0,8,0,0,70,3
13277,2,31,1.0,5,0,0,51,1
13278,1,32,3.5,1,1,0,85,3
13279,1,33,5.0,8,1,0,51,1
13280,1,31,5.0,5,1,0,54,1
13281,1,32,3.0,2,0,0,77,3
13282,1,40,3.0,12,0,0,59,2
13283,1,33,3.0,7,0,0,80,3
13284,2,35,3.0,7,1,0,60,2
13285,1,58,4.0,17,1,0,77,3
13286,1,40,3.0,4,0,0,59,2
13287,1,27,3.5,1,0,0,80,3
13288,2,38,3.0,10,0,0,81,3
13289,1,26,3.0,3,0,0,57,2
13290,2,30,1.0,2,0,0,45,1
13291,1,44,3.0,16,1,0,62,2
13292,2,31,1.0,8,0,0,47,1
13293,1,33,3.0,6,0,0,80,3
13294,1,36,1.0,8,0,0,51,1
13295,1,32,4.0,5,1,0,52,1
13296,2,29,3.5,1,0,0,83,3
13297,1,40,4.0,7,0,0,56,2
13298,1,32,5.0,8,0,0,53,1
13299,1,39,4.0,5,0,0,63,2
13300,1,28,3.5,1,0,0,84,3
13301,1,56,4.0,15,0,0,63,2
13302,1,24,3.0,2,1,0,84,2
13303,1,32,5.0,5,1,0,80,3
13304,1,30,5.0,3,1,0,90,3
13305,2,40,5.0,10,1,0,79,3
13306,1,30,4.0,4,1,0,70,3
13307,1,47,1.0,7,0,0,76,3
13308,1,34,4.0,5,1,0,60,2
13309,2,34,3.0,8,0,0,83,3
13310,1,34,4.0,10,1,0,68,3
13311,1,39,3.0,7,0,0,73,3
13312,3,34,3.0,7,0,0,83,3
13313,1,31,1.0,7,0,0,50,1
13314,1,23,3.5,1,0,0,52,1
13315,1,28,5.0,6,1,0,54,1
13316,1,33,5.0,3,1,0,82,3
13317,3,52,3.0,17,0,0,43,1
13318,2,30,3.0,3,0,0,67,3
13319,3,33,4.0,5,1,0,68,3
13320,3,26,2.0,2,0,0,47,1
13321,1,41,3.0,6,0,0,63,2
13322,1,59,4.0,7,0,0,84,3
13323,1,37,3.0,7,0,0,73,3
13324,1,34,3.0,7,0,0,86,3
13325,1,27,3.0,2,0,0,69,3
13326,1,52,1.0,18,0,0,83,3
13327,2,45,3.0,3,0,0,52,1
13328,1,43,5.0,10,0,0,61,1
13329,1,32,2.0,4,0,0,69,3
13330,1,26,3.0,2,0,0,66,3
13331,1,60,2.0,9,0,0,71,3
13332,1,25,3.5,1,1,0,57,2
13333,1,38,5.0,4,1,0,50,1
13334,2,40,3.0,10,0,0,73,3
13335,1,50,1.0,9,0,0,77,3
13336,1,31,5.0,4,1,0,51,2
13337,1,38,4.0,5,0,0,50,1
13338,1,35,5.0,4,1,0,77,3
13339,1,54,5.0,18,1,0,48,1
13340,2,28,3.0,4,0,0,64,3
13341,1,32,3.0,5,0,0,60,2
13342,1,26,5.0,2,0,0,48,2
13343,1,36,3.0,3,0,0,70,3
13344,1,28,3.5,1,1,0,81,3
13345,1,43,5.0,3,0,0,55,2
13346,1,35,5.0,6,1,0,53,1
13347,1,30,5.0,7,0,0,87,3
13348,1,27,3.5,1,0,0,48,1
13349,2,37,1.0,8,0,0,54,1
13350,1,43,4.0,14,0,0,52,1
13351,1,28,4.0,6,0,0,88,3
13352,1,31,5.0,3,1,0,48,1
13353,1,34,3.0,2,1,0,49,1
13354,1,40,3.0,11,0,0,49,1
13355,1,29,3.5,1,1,0,47,1
13356,1,48,5.0,6,1,0,63,2
13357,1,28,3.0,4,0,0,47,1
13358,1,32,3.0,6,0,0,48,1
13359,2,39,2.0,5,0,0,84,3
13360,1,38,4.0,5,1,0,61,2
13361,1,36,5.0,4,0,0,55,2
13362,1,33,4.0,4,0,0,85,3
13363,1,30,4.0,4,0,0,51,2
13364,1,54,3.0,3,1,0,57,1
13365,3,31,1.0,3,1,0,43,1
13366,2,27,3.0,3,0,0,59,2
13367,1,29,1.0,4,0,0,71,3
13368,1,25,4.0,1,1,0,53,1
13369,1,35,5.0,10,1,0,77,3
13370,1,46,5.0,18,1,0,59,2
13371,1,24,3.0,2,0,1,49,3
13372,1,49,5.0,4,1,0,62,2
13373,1,38,3.0,5,1,0,65,3
13374,1,25,5.0,2,0,0,49,1
13375,1,31,4.0,5,0,0,50,1
13376,1,28,3.0,3,0,0,51,1
13377,1,41,2.0,13,0,0,47,1
13378,1,33,3.0,7,0,0,68,1
13379,1,35,4.0,2,0,0,53,1
13380,1,56,4.0,13,1,0,45,1
13381,1,28,5.0,2,1,0,51,1
13382,1,26,2.0,3,0,0,50,2
13383,1,45,5.0,17,1,0,82,3
13384,1,35,4.0,9,0,0,49,2
13385,1,31,3.0,5,0,0,61,2
13386,1,44,3.0,5,0,0,92,2
13387,1,29,3.0,4,0,0,72,2
13388,1,53,3.0,23,0,0,62,2
13389,1,28,1.0,3,0,0,51,1
13390,1,59,3.0,18,0,0,62,2
13391,1,40,5.0,5,1,0,84,3
13392,3,26,3.0,2,0,0,57,2
13393,1,30,2.0,6,0,0,58,2
13394,1,39,5.0,8,1,0,55,2
13395,1,38,1.0,6,1,0,46,1
13396,2,32,4.0,2,0,0,57,2
13397,1,40,1.0,6,0,0,54,2
13398,1,32,3.0,7,0,0,78,3
13399,1,28,3.5,1,1,0,60,2
13400,2,40,3.0,11,0,0,86,3
13401,1,26,3.0,2,0,0,58,2
13402,2,34,1.0,8,0,0,50,1
13403,1,44,2.0,16,0,0,53,1
13404,1,31,2.0,4,0,0,49,2
13405,1,42,3.0,6,0,0,84,3
13406,1,37,3.0,6,0,0,73,3
13407,1,57,4.0,26,0,0,51,2
13408,1,30,2.0,3,0,0,61,2
13409,1,33,2.0,5,1,0,58,2
13410,1,23,2.0,2,0,0,49,1
13411,1,29,3.5,1,0,0,48,1
13412,1,43,3.0,6,0,0,72,3
13413,1,41,4.0,9,0,0,50,1
13414,1,23,3.5,1,0,0,49,1
13415,1,48,5.0,3,1,0,73,3
13416,1,29,4.0,2,0,0,61,2
13417,1,56,4.0,4,0,0,51,2
13418,1,32,2.0,6,0,0,72,3
13419,3,32,4.0,5,0,0,51,1
13420,2,44,3.0,9,0,0,59,2
13421,4,33,1.0,3,1,0,49,1
13422,1,38,3.0,10,1,0,56,2
13423,2,48,5.0,18,1,0,57,2
13424,2,39,5.0,9,1,0,82,3
13425,1,28,5.0,2,1,0,49,1
13426,1,30,3.0,5,0,0,60,2
13427,1,31,5.0,7,1,0,63,2
13428,1,35,1.0,5,0,0,87,3
13429,2,33,3.0,7,0,0,58,2
13430,1,33,4.0,1,0,0,55,2
13431,1,32,5.0,3,0,0,60,2
13432,1,38,1.0,4,0,0,51,1
13433,1,43,3.0,6,0,0,60,2
13434,1,35,3.0,2,0,0,64,3
13435,1,32,5.0,5,1,0,84,3
13436,1,28,3.0,4,0,0,60,2
13437,1,39,4.0,12,1,0,82,3
13438,3,31,3.5,1,0,0,83,3
13439,1,27,3.5,1,1,0,84,3
13440,1,35,3.0,2,0,0,84,3
13441,1,37,4.0,10,0,0,58,2
13442,1,39,4.0,12,1,0,72,3
13443,3,28,3.5,1,0,0,83,3
13444,1,43,4.0,6,1,0,61,2
13445,1,33,4.0,5,0,0,50,1
13446,1,52,4.0,24,0,0,62,2
13447,1,30,3.0,3,0,0,64,2
13448,1,27,3.0,3,1,1,64,3
13449,1,32,2.0,2,0,0,53,1
13450,1,34,3.0,7,0,0,57,2
13451,1,30,3.5,1,1,0,54,2
13452,1,57,4.0,18,1,0,56,2
13453,1,32,2.0,3,0,0,47,1
13454,1,31,5.0,2,1,0,85,3
13455,1,29,5.0,4,1,0,83,3
13456,1,33,3.0,7,0,0,52,1
13457,1,39,4.0,7,0,0,63,2
13458,1,36,3.0,5,0,0,56,2
13459,1,29,5.0,5,1,0,54,1
13460,2,29,3.0,4,0,0,83,3
13461,1,38,2.0,7,0,0,46,2
13462,1,29,3.0,3,1,0,93,3
13463,1,32,5.0,7,0,0,51,1
13464,1,38,3.0,7,0,0,65,2
13465,2,28,5.0,2,0,0,82,3
13466,1,39,3.0,10,0,0,56,2
13467,1,37,3.0,4,1,0,47,1
13468,1,33,3.0,2,1,0,49,1
13469,1,33,3.0,5,0,0,57,2
13470,1,33,3.0,2,0,0,53,2
13471,1,29,4.0,3,1,0,82,3
13472,1,39,4.0,12,1,0,64,3
13473,1,26,3.5,1,1,0,51,1
13474,1,35,3.0,6,0,0,51,1
13475,2,28,3.0,4,0,0,84,3
13476,1,36,3.0,8,0,0,83,3
13477,2,34,5.0,5,1,0,85,3
13478,1,46,5.0,7,1,0,84,3
13479,1,43,5.0,7,1,0,74,3
13480,1,30,3.0,4,0,0,82,3
13481,1,38,2.0,7,0,0,48,1
13482,1,33,3.0,5,1,0,69,3
13483,1,36,5.0,5,1,0,69,3
13484,1,27,3.0,2,0,0,50,1
13485,1,38,3.0,5,1,0,59,2
13486,1,40,3.0,3,1,0,50,1
13487,1,49,3.0,21,0,0,59,2
13488,1,30,3.0,7,1,0,57,2
13489,1,33,1.0,6,0,0,49,1
13490,1,30,2.0,2,0,0,80,3
13491,1,28,4.0,3,0,0,45,2
13492,2,31,3.0,5,0,0,66,3
13493,1,30,3.0,6,0,0,70,3
13494,1,32,5.0,5,0,0,48,2
13495,1,34,4.0,7,0,0,50,1
13496,1,58,3.0,14,0,0,44,2
13497,1,41,5.0,15,1,0,64,2
13498,1,34,5.0,9,1,0,72,3
13499,1,32,3.0,5,1,0,46,1
13500,1,37,3.0,2,0,0,54,2
13501,1,40,3.0,7,0,0,48,1
13502,1,39,1.0,2,0,0,49,1
13503,1,31,3.5,1,1,0,84,3
13504,1,26,3.0,3,0,0,78,3
13505,1,34,4.0,7,0,0,77,3
13506,1,42,3.0,7,1,0,57,2
13507,2,42,4.0,5,0,0,53,1
13508,1,30,5.0,4,1,0,96,3
13509,1,33,4.0,5,0,0,83,3
13510,1,31,3.5,1,0,0,84,3
13511,2,24,3.5,1,1,0,69,3
13512,1,29,4.0,7,0,0,57,2
13513,1,39,3.0,12,0,0,82,3
13514,1,48,3.0,14,0,0,59,2
13515,3,31,1.0,7,1,0,46,1
13516,2,32,4.0,3,1,0,64,1
13517,1,33,5.0,4,1,0,51,1
13518,1,25,2.0,4,0,0,74,3
13519,1,44,4.0,14,1,0,60,2
13520,3,42,4.0,5,1,0,78,3
13521,1,29,3.0,2,0,0,44,1
13522,1,34,4.0,7,1,0,58,2
13523,1,60,1.0,14,0,0,62,2
13524,1,30,3.0,7,0,0,71,3
13525,1,43,1.0,5,0,0,58,2
13526,1,31,3.0,2,0,0,89,3
13527,1,39,5.0,12,1,0,59,2
13528,1,31,5.0,8,1,0,79,3
13529,1,29,5.0,2,1,0,71,3
13530,2,35,5.0,4,1,0,87,3
13531,1,42,3.0,14,0,0,58,2
13532,1,27,5.0,6,1,0,61,2
13533,2,29,3.0,5,0,0,53,1
13534,1,44,3.0,2,0,0,50,1
13535,1,31,3.0,6,0,0,45,2
13536,1,32,3.0,6,0,0,44,1
13537,2,26,5.0,3,0,0,49,1
13538,1,33,3.0,9,0,0,61,2
13539,1,37,5.0,4,1,0,50,1
13540,1,51,5.0,10,1,0,79,3
13541,1,23,3.5,1,0,0,51,2
13542,1,28,5.0,1,0,0,88,3
13543,1,33,5.0,9,1,0,51,1
13544,1,35,4.0,7,0,0,59,2
13545,2,33,1.0,7,1,0,48,1
13546,1,53,5.0,5,1,0,77,3
13547,1,42,3.0,9,0,0,43,1
13548,1,27,3.0,4,1,0,68,3
13549,1,34,3.0,5,0,0,50,1
13550,3,34,5.0,3,1,0,58,2
13551,1,41,3.0,3,0,0,71,3
13552,1,60,3.0,17,0,0,48,1
13553,2,38,5.0,12,1,0,63,2
13554,2,44,4.0,15,0,0,60,2
13555,1,47,3.0,12,0,0,57,2
13556,4,52,1.0,20,0,0,53,1
13557,1,30,5.0,3,1,0,58,2
13558,1,28,5.0,5,1,0,60,2
13559,1,30,5.0,6,1,0,60,2
13560,1,52,5.0,18,0,0,49,1
13561,1,23,1.0,2,0,0,58,2
13562,1,29,1.0,2,0,0,50,1
13563,1,33,4.0,3,0,0,47,1
13564,1,33,3.0,6,0,0,48,1
13565,1,25,5.0,2,1,0,90,2
13566,1,56,5.0,3,1,0,71,3
13567,2,34,4.0,8,1,0,58,2
13568,1,34,3.0,3,1,0,78,3
13569,1,31,3.0,7,1,0,58,2
13570,1,44,5.0,17,1,0,47,1
13571,1,35,5.0,3,1,0,63,2
13572,1,21,1.0,2,0,0,50,1
13573,1,28,5.0,5,0,0,81,3
13574,1,35,5.0,7,1,0,62,2
13575,1,35,5.0,9,1,0,58,2
13576,1,35,2.0,7,1,0,69,3
13577,1,35,3.0,8,0,0,58,2
13578,1,29,3.5,1,0,0,48,1
13579,1,33,2.0,4,0,0,82,3
13580,1,34,3.0,7,0,0,72,3
13581,1,40,4.0,4,1,0,53,1
13582,1,30,5.0,6,0,0,51,1
13583,2,37,1.0,4,0,0,50,1
13584,1,33,3.0,4,0,0,71,3
13585,1,29,3.0,2,0,0,80,3
13586,1,29,1.0,2,0,0,70,3
13587,1,33,4.0,9,0,0,51,1
13588,1,27,3.0,4,0,0,49,1
13589,1,33,1.0,7,0,0,65,3
13590,1,29,3.0,3,1,0,82,3
13591,3,27,3.5,1,0,0,69,3
13592,1,31,5.0,7,1,0,75,3
13593,1,47,3.0,15,0,0,68,3
13594,1,35,4.0,7,0,0,62,2
13595,1,37,5.0,9,0,0,62,2
13596,1,33,1.0,5,0,0,45,1
13597,1,31,5.0,7,0,0,60,2
13598,1,31,3.0,4,0,0,84,3
13599,1,31,3.0,4,0,0,52,2
13600,2,27,4.0,3,1,0,78,2
13601,1,32,3.0,10,0,0,47,1
13602,1,36,5.0,10,1,0,79,3
13603,1,29,3.5,1,0,0,62,2
13604,1,31,3.0,5,0,0,45,1
13605,1,30,3.0,2,0,0,62,2
13606,1,26,4.0,5,0,0,49,1
13607,1,43,3.0,12,1,0,59,2
13608,1,26,5.0,4,1,0,56,2
13609,2,32,5.0,4,1,0,70,3
13610,1,28,5.0,2,0,0,61,2
13611,2,29,3.0,5,0,0,47,1
13612,1,43,3.0,17,0,0,51,1
13613,1,49,4.0,4,0,0,55,1
13614,1,28,2.0,4,0,0,52,1
13615,1,58,4.0,30,1,0,79,3
13616,1,40,4.0,9,0,0,48,1
13617,1,26,5.0,3,1,0,52,1
13618,1,31,3.0,1,0,0,86,3
13619,1,50,4.0,15,1,0,58,2
13620,1,31,3.0,4,0,0,50,1
13621,1,28,4.0,4,0,0,83,3
13622,2,28,4.0,5,0,0,90,3
13623,1,49,5.0,19,1,0,60,2
13624,1,30,5.0,2,1,0,62,2
13625,3,28,3.5,1,0,0,80,3
13626,1,33,4.0,7,0,0,59,2
13627,1,36,4.0,3,1,0,75,3
13628,3,32,3.0,6,0,0,83,3
13629,1,38,3.0,9,0,0,66,2
13630,3,29,3.0,4,0,0,57,2
13631,1,30,3.0,4,0,0,87,3
13632,1,48,2.0,16,0,0,55,1
13633,1,50,5.0,4,1,0,58,2
13634,1,42,3.0,13,1,0,64,2
13635,1,34,3.0,8,0,0,52,1
13636,1,45,4.0,18,1,0,72,3
13637,1,39,4.0,7,0,0,47,1
13638,1,32,1.0,5,0,0,83,3
13639,1,25,4.0,3,0,0,56,2
13640,1,35,5.0,5,1,1,58,3
13641,1,35,5.0,7,1,0,60,2
13642,1,24,3.0,2,1,0,58,2
13643,1,34,3.0,9,0,0,62,2
13644,1,27,2.0,2,1,0,60,2
13645,1,37,4.0,8,0,0,71,3
13646,2,39,5.0,9,1,0,47,1
13647,1,35,3.0,10,0,0,42,1
13648,1,28,3.0,2,1,0,61,2
13649,2,31,3.0,6,0,0,87,3
13650,2,36,3.0,8,0,0,67,2
13651,1,35,5.0,8,0,0,52,1
13652,1,30,2.0,4,0,0,66,3
13653,2,28,3.5,1,0,0,80,3
13654,2,31,3.0,6,1,0,83,3
13655,1,56,3.0,18,0,0,48,2
13656,3,35,2.0,7,0,0,71,3
13657,1,53,4.0,23,1,0,54,1
13658,2,27,5.0,3,1,0,61,2
13659,1,32,4.0,6,0,0,46,1
13660,2,33,3.0,6,0,0,89,3
13661,2,33,4.0,9,0,0,86,3
13662,2,45,3.0,7,0,0,46,1
13663,1,39,3.0,10,0,0,47,1
13664,1,29,3.0,7,0,0,58,2
13665,1,31,4.0,3,0,0,46,1
13666,1,27,3.0,3,1,0,80,3
13667,1,37,4.0,4,1,0,61,2
13668,2,40,4.0,5,0,0,47,1
13669,3,31,3.0,2,0,0,88,3
13670,1,43,5.0,18,0,0,73,2
13671,1,59,3.0,4,0,0,79,3
13672,1,25,3.0,3,0,0,61,2
13673,1,29,5.0,3,1,0,47,2
13674,1,54,3.0,11,0,0,70,3
13675,1,33,4.0,6,0,0,83,3
13676,1,22,1.0,2,0,0,52,1
13677,1,37,5.0,9,1,0,50,1
13678,1,36,1.0,7,0,0,50,1
13679,1,32,2.0,1,0,0,72,3
13680,1,33,4.0,5,0,0,55,1
13681,1,41,1.0,3,0,0,46,1
13682,2,34,4.0,7,0,0,69,3
13683,1,31,1.0,9,0,0,79,3
13684,1,39,3.0,14,0,0,46,1
13685,1,48,3.0,12,0,0,47,1
13686,1,41,5.0,13,0,0,78,3
13687,1,37,3.0,7,0,0,60,2
13688,2,36,5.0,7,1,0,53,1
13689,1,32,3.0,5,1,0,71,3
13690,1,36,1.0,5,0,0,58,2
13691,1,37,3.0,9,0,0,58,2
13692,1,41,3.0,9,1,0,78,3
13693,3,30,1.0,6,0,0,87,3
13694,1,30,1.0,3,0,0,82,3
13695,1,38,3.0,2,1,0,71,3
13696,1,25,5.0,3,1,0,49,1
13697,2,30,1.0,3,0,0,55,1
13698,1,42,3.0,7,1,0,62,2
13699,1,49,4.0,8,1,0,95,2
13700,1,47,2.0,3,1,0,49,1
13701,1,28,5.0,4,1,0,83,3
13702,1,55,1.0,17,0,0,58,2
13703,1,41,3.0,10,0,0,49,1
13704,1,27,3.0,6,1,0,47,2
13705,1,30,4.0,8,0,0,46,1
13706,1,36,4.0,4,0,0,64,1
13707,1,38,5.0,7,1,0,48,1
13708,1,29,3.0,7,0,0,77,3
13709,1,33,5.0,10,0,0,54,1
13710,1,41,4.0,7,1,0,52,1
13711,1,31,5.0,2,0,0,50,2
13712,1,30,1.0,5,0,0,75,3
13713,1,42,3.0,12,0,0,79,3
13714,1,30,5.0,5,1,0,46,1
13715,1,28,1.0,3,0,0,52,1
13716,2,34,5.0,6,0,0,48,1
13717,1,40,3.0,4,0,0,81,3
13718,2,29,4.0,2,0,0,81,3
13719,1,25,3.5,1,0,0,87,2
13720,1,37,5.0,5,1,0,49,1
13721,1,25,5.0,3,1,0,53,2
13722,1,29,1.0,2,0,0,46,1
13723,1,35,1.0,3,1,0,69,3
13724,3,32,3.0,4,0,0,62,2
13725,1,31,3.0,2,0,0,84,3
13726,3,28,3.5,1,0,0,48,1
13727,1,27,3.0,3,0,0,59,2
13728,2,50,3.0,23,0,0,72,3
13729,1,30,4.0,5,0,0,89,3
13730,1,56,3.0,6,0,0,47,2
13731,1,42,3.0,7,0,0,61,2
13732,1,26,2.0,3,0,0,59,2
13733,1,36,4.0,4,0,0,51,2
13734,1,40,3.0,3,0,0,83,3
13735,1,54,3.0,17,0,0,71,3
13736,1,45,3.0,17,0,0,84,3
13737,1,27,1.0,2,0,0,90,3
13738,1,40,4.0,10,1,0,81,3
13739,1,43,4.0,16,1,0,82,3
13740,1,27,3.0,3,1,0,49,1
13741,1,40,3.0,11,1,0,60,2
13742,1,60,4.0,16,1,0,62,2
13743,1,51,3.0,3,0,0,67,3
13744,1,27,3.0,2,0,0,70,3
13745,2,39,3.0,7,0,0,70,3
13746,2,31,4.0,6,0,0,79,3
13747,2,29,5.0,2,0,0,83,3
13748,1,31,3.0,4,0,0,51,2
13749,2,33,1.0,3,0,0,47,1
13750,1,32,5.0,5,1,0,46,1
13751,1,48,3.0,16,0,0,49,1
13752,1,46,5.0,5,0,0,49,1
13753,1,27,4.0,4,0,0,87,3
13754,2,30,3.0,3,0,0,86,3
13755,1,36,3.0,9,1,0,54,1
13756,2,28,3.5,1,0,0,50,1
13757,2,26,1.0,4,0,0,48,1
13758,1,40,5.0,10,1,0,61,2
13759,1,32,3.0,7,1,0,49,1
13760,1,55,4.0,10,0,0,59,2
13761,1,51,4.0,9,0,0,52,1
13762,1,29,3.5,1,1,0,71,3
